ngirim: kirim
ugm : universitas gajah mada
ui : universitas indonesia
ujg : ujung
ujung2nya : ujung-ujungnya
ul : ulangan
ultah : ulang tahun
unair : universitas airlangga
undang2 : undang undang
undip : universitas diponegoro
univ : universitas
unyu : lucu
unyu : menggemaskan
uplot : unggah
uppu : apa
urang : saya
urg : saya
usah : perlu
ust : ustadz
ut : untuk
utang : hutang
utip : kutip
utk : untuk
utk:untuk
utul : ujian tertulis
uu : undang-undang
valas : valuta asing
valid : sah
victory : menang
vol : volume
vote : pilih
w/ : dengan
wad : buat
wadir : wakil direktur
wagub : wakil gubernur
wamil : wajib militer
war : perang
warbiyasak : luar biasa
waria : wanita pria
warkop : warung kopi
warnet : warung internet
warteg : warung tegal
wartel : warung telekomunikasi
waspadalah : waspada
wat : buat
watuk : batuk
who : world health organization
wk : tertawa
wkt : waktu
wkt:waktu
wkwk : tertawa
wkwkkw : tertawa
wtf : what the fuck
wth : what the hell
x : tidak
xan : tak akan
xew : apa
xixixi : tertawa
y : ya
ya : iya
yad : yang akan datang
yap : iya
yapz : iya
yaudah : ya sudah
yauwda : ya sudah
yawdah : ya sudah
ybs : yang bersangkutan
yg : yang
yg:yang
yi : yaitu
yl : yang lain
yng : yang
yo : iya
yoha : iya
yowes : ya sudah
yuk : ayo
yup : iya
ywdh : ya sudah
zonk : bodoh
